"","name","summary","doi","language","release_date","docs","tutorials","license","stars","source","Category","Citation_Count","apa_citation","author"
"206","cogeqc","Systematic quality checks on comparative genomics analyses","10.18129/B9.bioc.cogeqc","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/cogeqc.html","https://bioconductor.org/packages/release/bioc/vignettes/cogeqc/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"cogeqc. (2025). Systematic quality checks on comparative genomics analyses. R package version 1.12.0. https://doi.org/10.18129/B9.bioc.cogeqc","Fabrício Almeida-Silva"
"207","compEpiTools","Tools for computational epigenomics","10.18129/B9.bioc.compEpiTools","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/compEpiTools.html","https://bioconductor.org/packages/release/bioc/vignettes/compEpiTools/inst/doc/","GPL",NA,"Bioconductor","Specialized analysis",NA,"compEpiTools. (2025). Tools for computational epigenomics. R package version 1.42.0. https://doi.org/10.18129/B9.bioc.compEpiTools","Mattia Pelizzola"
"208","CTDquerier","Package for CTDbase data query, visualization and downstream
analysis","10.18129/B9.bioc.CTDquerier","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/CTDquerier.html","https://bioconductor.org/packages/release/bioc/vignettes/CTDquerier/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"CTDquerier. (2025). Package for CTDbase data query, visualization and downstream
analysis. R package version 2.16.0. https://doi.org/10.18129/B9.bioc.CTDquerier","Carles Hernandez-Ferrer"
"209","customProDB","Generate customized protein database from NGS data, with a focus
on RNA-Seq data, for proteomics search","10.18129/B9.bioc.customProDB","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/customProDB.html","https://bioconductor.org/packages/release/bioc/vignettes/customProDB/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"customProDB. (2025). Generate customized protein database from NGS data, with a focus
on RNA-Seq data, for proteomics search. R package version 1.48.0. https://doi.org/10.18129/B9.bioc.customProDB","Xiaojing Wang"
"210","cyanoFilter","Phytoplankton Population Identification using Cell Pigmentation
and/or Complexity","10.18129/B9.bioc.cyanoFilter","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/cyanoFilter.html","https://bioconductor.org/packages/release/bioc/vignettes/cyanoFilter/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"cyanoFilter. (2025). Phytoplankton Population Identification using Cell Pigmentation
and/or Complexity. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.cyanoFilter","Oluwafemi Olusoji"
"211","dar","Differential Abundance Analysis by Consensus","10.18129/B9.bioc.dar","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/dar.html","https://bioconductor.org/packages/release/bioc/vignettes/dar/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"dar. (2025). Differential Abundance Analysis by Consensus. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.dar","Francesc Catala-Moll"
"212","dearseq","Differential Expression Analysis for RNA-seq data through a
robust variance component test","10.18129/B9.bioc.dearseq","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/dearseq.html","https://bioconductor.org/packages/release/bioc/vignettes/dearseq/inst/doc/","GPL-2 | file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"dearseq. (2025). Differential Expression Analysis for RNA-seq data through a
robust variance component test. R package version 1.20.0. https://doi.org/10.18129/B9.bioc.dearseq","Denis Agniel"
"213","decontam","Identify Contaminants in Marker-gene and Metagenomics Sequencing
Data","10.18129/B9.bioc.decontam","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/decontam.html","https://bioconductor.org/packages/release/bioc/vignettes/decontam/inst/doc/","Artistic-2.0",NA,"Bioconductor","Metagenomics and community analysis",NA,"decontam. (2025). Identify Contaminants in Marker-gene and Metagenomics Sequencing
Data. R package version 1.28.0. https://doi.org/10.18129/B9.bioc.decontam","Benjamin Callahan"
"214","decontX","Decontamination of single cell genomics data","10.18129/B9.bioc.decontX","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/decontX.html","https://bioconductor.org/packages/release/bioc/vignettes/decontX/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"decontX. (2025). Decontamination of single cell genomics data. R package version 1.6.0. https://doi.org/10.18129/B9.bioc.decontX","Yuan Yin"
"215","Dino","Normalization of Single-Cell mRNA Sequencing Data","10.18129/B9.bioc.Dino","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/Dino.html","https://bioconductor.org/packages/release/bioc/vignettes/Dino/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"Dino. (2025). Normalization of Single-Cell mRNA Sequencing Data. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.Dino","Jared Brown"
"216","DirichletMultinomial","Dirichlet-Multinomial Mixture Model Machine Learning for
Microbiome Data","10.18129/B9.bioc.DirichletMultinomial","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/DirichletMultinomial.html","https://bioconductor.org/packages/release/bioc/vignettes/DirichletMultinomial/inst/doc/","LGPL-3",NA,"Bioconductor","Metagenomics and community analysis",NA,"DirichletMultinomial. (2025). Dirichlet-Multinomial Mixture Model Machine Learning for
Microbiome Data. R package version 1.50.0. https://doi.org/10.18129/B9.bioc.DirichletMultinomial","Martin Morgan"
"217","DropletUtils","Utilities for Handling Single-Cell Droplet Data","10.18129/B9.bioc.DropletUtils","R",2025-07-06,"https://bioconductor.org/packages/release/bioc/html/DropletUtils.html","https://bioconductor.org/packages/release/bioc/vignettes/DropletUtils/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"DropletUtils. (2025). Utilities for Handling Single-Cell Droplet Data. R package version 1.28.1. https://doi.org/10.18129/B9.bioc.DropletUtils","Aaron Lun"
"218","EMDomics","Earth Mover's Distance for Differential Analysis of Genomics
Data","10.18129/B9.bioc.EMDomics","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/EMDomics.html","https://bioconductor.org/packages/release/bioc/vignettes/EMDomics/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"EMDomics. (2025). Earth Mover's Distance for Differential Analysis of Genomics
Data. R package version 2.38.0. https://doi.org/10.18129/B9.bioc.EMDomics","Sadhika Malladi"
"219","escheR","Unified multi-dimensional visualizations with Gestalt principles","10.18129/B9.bioc.escheR","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/escheR.html","https://bioconductor.org/packages/release/bioc/vignettes/escheR/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"escheR. (2025). Unified multi-dimensional visualizations with Gestalt principles. R package version 1.8.0. https://doi.org/10.18129/B9.bioc.escheR","Boyi Guo"
"220","eudysbiome","Cartesian plot and contingency test on 16S Microbial data","10.18129/B9.bioc.eudysbiome","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/eudysbiome.html","https://bioconductor.org/packages/release/bioc/vignettes/eudysbiome/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"eudysbiome. (2025). Cartesian plot and contingency test on 16S Microbial data. R package version 1.38.0. https://doi.org/10.18129/B9.bioc.eudysbiome","Xiaoyuan Zhou"
"221","fCCAC","functional Canonical Correlation Analysis to evaluate Covariance
between nucleic acid sequencing datasets","10.18129/B9.bioc.fCCAC","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/fCCAC.html","https://bioconductor.org/packages/release/bioc/vignettes/fCCAC/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"fCCAC. (2025). functional Canonical Correlation Analysis to evaluate Covariance
between nucleic acid sequencing datasets. R package version 1.34.0. https://doi.org/10.18129/B9.bioc.fCCAC","Pedro Madrigal"
"222","flowCHIC","Analyze flow cytometric data using histogram information","10.18129/B9.bioc.flowCHIC","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/flowCHIC.html","https://bioconductor.org/packages/release/bioc/vignettes/flowCHIC/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"flowCHIC. (2025). Analyze flow cytometric data using histogram information. R package version 1.42.0. https://doi.org/10.18129/B9.bioc.flowCHIC","Joachim Schumann"
"223","GA4GHclient","A Bioconductor package for accessing GA4GH API data servers","10.18129/B9.bioc.GA4GHclient","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/GA4GHclient.html","https://bioconductor.org/packages/release/bioc/vignettes/GA4GHclient/inst/doc/","GPL (>= 2)",NA,"Bioconductor","Specialized analysis",NA,"GA4GHclient. (2025). A Bioconductor package for accessing GA4GH API data servers. R package version 1.32.0. https://doi.org/10.18129/B9.bioc.GA4GHclient","Welliton Souza"
"224","GA4GHshiny","Shiny application for interacting with GA4GH-based data servers","10.18129/B9.bioc.GA4GHshiny","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/GA4GHshiny.html","https://bioconductor.org/packages/release/bioc/vignettes/GA4GHshiny/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"GA4GHshiny. (2025). Shiny application for interacting with GA4GH-based data servers. R package version 1.30.0. https://doi.org/10.18129/B9.bioc.GA4GHshiny","Welliton Souza"
"225","garfield","GWAS Analysis of Regulatory or Functional Information Enrichment
with LD correction","10.18129/B9.bioc.garfield","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/garfield.html","https://bioconductor.org/packages/release/bioc/vignettes/garfield/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"garfield. (2025). GWAS Analysis of Regulatory or Functional Information Enrichment
with LD correction. R package version 1.36.0. https://doi.org/10.18129/B9.bioc.garfield","Sandro Morganella"
"226","gemma.R","A wrapper for Gemma's Restful API to access curated gene
expression data and differential expression analyses","10.18129/B9.bioc.gemma.R","R",2025-06-25,"https://bioconductor.org/packages/release/bioc/html/gemma.R.html","https://bioconductor.org/packages/release/bioc/vignettes/gemma.R/inst/doc/","Apache License (>= 2)",NA,"Bioconductor","Specialized analysis",NA,"gemma.R. (2025). A wrapper for Gemma's Restful API to access curated gene
expression data and differential expression analyses. R package version 3.4.5. https://doi.org/10.18129/B9.bioc.gemma.R","Javier Castillo-Arnemann"
"227","GenomicPlot","Plot profiles of next generation sequencing data in genomic
features","10.18129/B9.bioc.GenomicPlot","R",2025-07-02,"https://bioconductor.org/packages/release/bioc/html/GenomicPlot.html","https://bioconductor.org/packages/release/bioc/vignettes/GenomicPlot/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"GenomicPlot. (2025). Plot profiles of next generation sequencing data in genomic
features. R package version 1.6.1. https://doi.org/10.18129/B9.bioc.GenomicPlot","Shuye Pu"
"228","ggbio","Visualization tools for genomic data","10.18129/B9.bioc.ggbio","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/ggbio.html","https://bioconductor.org/packages/release/bioc/vignettes/ggbio/inst/doc/","Artistic-2.0",NA,"Bioconductor","Visualization Tools",NA,"ggbio. (2025). Visualization tools for genomic data. R package version 1.56.0. https://doi.org/10.18129/B9.bioc.ggbio","Tengfei Yin"
"229","ggspavis","Visualization functions for spatial transcriptomics data","10.18129/B9.bioc.ggspavis","R",2025-06-08,"https://bioconductor.org/packages/release/bioc/html/ggspavis.html","https://bioconductor.org/packages/release/bioc/vignettes/ggspavis/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"ggspavis. (2025). Visualization functions for spatial transcriptomics data. R package version 1.14.3. https://doi.org/10.18129/B9.bioc.ggspavis","Lukas M. Weber"
"230","gINTomics","Multi-Omics data integration","10.18129/B9.bioc.gINTomics","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/gINTomics.html","https://bioconductor.org/packages/release/bioc/vignettes/gINTomics/inst/doc/","AGPL-3",NA,"Bioconductor","Specialized analysis",NA,"gINTomics. (2025). Multi-Omics data integration. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.gINTomics","Angelo Velle"
"231","GNOSIS","Genomics explorer using statistical and survival analysis in R","10.18129/B9.bioc.GNOSIS","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/GNOSIS.html","https://bioconductor.org/packages/release/bioc/vignettes/GNOSIS/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"GNOSIS. (2025). Genomics explorer using statistical and survival analysis in R. R package version 1.6.0. https://doi.org/10.18129/B9.bioc.GNOSIS","Lydia King"
"232","HDF5Array","HDF5 datasets as array-like objects in R","10.18129/B9.bioc.HDF5Array","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/HDF5Array.html","https://bioconductor.org/packages/release/bioc/vignettes/HDF5Array/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"HDF5Array. (2025). HDF5 datasets as array-like objects in R. R package version 1.36.0. https://doi.org/10.18129/B9.bioc.HDF5Array","Hervé Pagès"
"233","heatmaps","Flexible Heatmaps for Functional Genomics and Sequence Features","10.18129/B9.bioc.heatmaps","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/heatmaps.html","https://bioconductor.org/packages/release/bioc/vignettes/heatmaps/inst/doc/","Artistic-2.0",NA,"Bioconductor","Sequence Analysis",NA,"heatmaps. (2025). Flexible Heatmaps for Functional Genomics and Sequence Features. R package version 1.32.0. https://doi.org/10.18129/B9.bioc.heatmaps","Malcolm Perry"
"234","HicAggR","Set of 3D genomic interaction analysis tools","10.18129/B9.bioc.HicAggR","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/HicAggR.html","https://bioconductor.org/packages/release/bioc/vignettes/HicAggR/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"HicAggR. (2025). Set of 3D genomic interaction analysis tools. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.HicAggR","Robel Tesfaye"
"235","IFAA","Robust Inference for Absolute Abundance in Microbiome Analysis","10.18129/B9.bioc.IFAA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/IFAA.html","https://bioconductor.org/packages/release/bioc/vignettes/IFAA/inst/doc/","GPL-2",NA,"Bioconductor","Metagenomics and community analysis",NA,"IFAA. (2025). Robust Inference for Absolute Abundance in Microbiome Analysis. R package version 1.10.0. https://doi.org/10.18129/B9.bioc.IFAA","Quran Wu"
"236","igvR","igvR: integrative genomics viewer","10.18129/B9.bioc.igvR","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/igvR.html","https://bioconductor.org/packages/release/bioc/vignettes/igvR/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"igvR. (2025). igvR: integrative genomics viewer. R package version 1.28.0. https://doi.org/10.18129/B9.bioc.igvR","Paul Shannon"
"237","igvShiny","igvShiny: a wrapper of Integrative Genomics Viewer (IGV - an
interactive tool for visualization and exploration integrated
genomic data)","10.18129/B9.bioc.igvShiny","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/igvShiny.html","https://bioconductor.org/packages/release/bioc/vignettes/igvShiny/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"igvShiny. (2025). igvShiny: a wrapper of Integrative Genomics Viewer (IGV - an
interactive tool for visualization and exploration integrated
genomic data). R package version 1.4.0. https://doi.org/10.18129/B9.bioc.igvShiny","Paul Shannon"
"238","ISAnalytics","Analyze gene therapy vector insertion sites data identified from
genomics next generation sequencing reads for clonal tracking
studies","10.18129/B9.bioc.ISAnalytics","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/ISAnalytics.html","https://bioconductor.org/packages/release/bioc/vignettes/ISAnalytics/inst/doc/","CC BY 4.0",NA,"Bioconductor","Specialized analysis",NA,"ISAnalytics. (2025). Analyze gene therapy vector insertion sites data identified from
genomics next generation sequencing reads for clonal tracking
studies. R package version 1.18.0. https://doi.org/10.18129/B9.bioc.ISAnalytics","Francesco Gazzo"
"239","iSEEtree","Interactive visualisation for microbiome data","10.18129/B9.bioc.iSEEtree","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/iSEEtree.html","https://bioconductor.org/packages/release/bioc/vignettes/iSEEtree/inst/doc/","Artistic-2.0",NA,"Bioconductor","Visualization Tools",NA,"iSEEtree. (2025). Interactive visualisation for microbiome data. R package version 1.2.0. https://doi.org/10.18129/B9.bioc.iSEEtree","Giulio Benedetti"
"240","LEA","LEA: an R package for Landscape and Ecological Association
Studies","10.18129/B9.bioc.LEA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/LEA.html","https://bioconductor.org/packages/release/bioc/vignettes/LEA/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"LEA. (2025). LEA: an R package for Landscape and Ecological Association
Studies. R package version 3.20.0. https://doi.org/10.18129/B9.bioc.LEA","Eric Frichot"
"241","lefser","R implementation of the LEfSE method for microbiome biomarker
discovery","10.18129/B9.bioc.lefser","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/lefser.html","https://bioconductor.org/packages/release/bioc/vignettes/lefser/inst/doc/","Artistic-2.0",NA,"Bioconductor","Metagenomics and community analysis",NA,"lefser. (2025). R implementation of the LEfSE method for microbiome biomarker
discovery. R package version 1.18.0. https://doi.org/10.18129/B9.bioc.lefser","Sehyun Oh"
"242","LOLA","Locus overlap analysis for enrichment of genomic ranges","10.18129/B9.bioc.LOLA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/LOLA.html","https://bioconductor.org/packages/release/bioc/vignettes/LOLA/inst/doc/","GPL-3",NA,"Bioconductor","Specialized analysis",NA,"LOLA. (2025). Locus overlap analysis for enrichment of genomic ranges. R package version 1.38.0. https://doi.org/10.18129/B9.bioc.LOLA","Nathan Sheffield"
"243","Maaslin2","""Multivariable Association Discovery in Population-scale
Meta-omics Studies""","10.18129/B9.bioc.Maaslin2","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/Maaslin2.html","https://bioconductor.org/packages/release/bioc/vignettes/Maaslin2/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"Maaslin2. (2025). ""Multivariable Association Discovery in Population-scale
Meta-omics Studies"". R package version 1.22.0. https://doi.org/10.18129/B9.bioc.Maaslin2","Himel Mallick"
"244","maaslin3","""Refining and extending generalized multivariate linear models
for meta-omic association discovery""","10.18129/B9.bioc.maaslin3","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/maaslin3.html","https://bioconductor.org/packages/release/bioc/vignettes/maaslin3/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"maaslin3. (2025). ""Refining and extending generalized multivariate linear models
for meta-omic association discovery"". R package version 1.0.0. https://doi.org/10.18129/B9.bioc.maaslin3","William Nickols"
"245","maftools","Summarize, Analyze and Visualize MAF Files","10.18129/B9.bioc.maftools","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/maftools.html","https://bioconductor.org/packages/release/bioc/vignettes/maftools/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"maftools. (2025). Summarize, Analyze and Visualize MAF Files. R package version 2.24.0. https://doi.org/10.18129/B9.bioc.maftools","Anand Mayakonda"
"246","MBECS","Evaluation and correction of batch effects in microbiome
data-sets","10.18129/B9.bioc.MBECS","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MBECS.html","https://bioconductor.org/packages/release/bioc/vignettes/MBECS/inst/doc/","Artistic-2.0",NA,"Bioconductor","Metagenomics and community analysis",NA,"MBECS. (2025). Evaluation and correction of batch effects in microbiome
data-sets. R package version 1.12.0. https://doi.org/10.18129/B9.bioc.MBECS","Michael Olbrich"
"247","mbQTL","mbQTL: A package for SNP-Taxa mGWAS analysis","10.18129/B9.bioc.mbQTL","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/mbQTL.html","https://bioconductor.org/packages/release/bioc/vignettes/mbQTL/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Specialized analysis",NA,"mbQTL. (2025). mbQTL: A package for SNP-Taxa mGWAS analysis. R package version 1.8.0. https://doi.org/10.18129/B9.bioc.mbQTL","Mercedeh Movassagh"
"248","Mergeomics","Integrative network analysis of omics data","10.18129/B9.bioc.Mergeomics","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/Mergeomics.html","https://bioconductor.org/packages/release/bioc/vignettes/Mergeomics/inst/doc/","GPL (>= 2)",NA,"Bioconductor","Specialized analysis",NA,"Mergeomics. (2025). Integrative network analysis of omics data. R package version 1.36.0. https://doi.org/10.18129/B9.bioc.Mergeomics","Ville-Petteri Makinen"
"249","metagenomeSeq","Statistical analysis for sparse high-throughput sequencing","10.18129/B9.bioc.metagenomeSeq","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/metagenomeSeq.html","https://bioconductor.org/packages/release/bioc/vignettes/metagenomeSeq/inst/doc/","Artistic-2.0",NA,"Bioconductor","Specialized analysis",NA,"metagenomeSeq. (2025). Statistical analysis for sparse high-throughput sequencing. R package version 1.50.0. https://doi.org/10.18129/B9.bioc.metagenomeSeq","Joseph Nathaniel Paulson"
"250","MGnifyR","R interface to EBI MGnify metagenomics resource","10.18129/B9.bioc.MGnifyR","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MGnifyR.html","https://bioconductor.org/packages/release/bioc/vignettes/MGnifyR/inst/doc/","Artistic-2.0 | file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"MGnifyR. (2025). R interface to EBI MGnify metagenomics resource. R package version 1.4.0. https://doi.org/10.18129/B9.bioc.MGnifyR","Tuomas Borman"
"251","mia","Microbiome analysis","10.18129/B9.bioc.mia","R",2025-07-13,"https://bioconductor.org/packages/release/bioc/html/mia.html","https://bioconductor.org/packages/release/bioc/vignettes/mia/inst/doc/","Artistic-2.0 | file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"mia. (2025). Microbiome analysis. R package version 1.16.1. https://doi.org/10.18129/B9.bioc.mia","Tuomas Borman"
"252","miaDash","Shiny app for the interactive analysis and exploration of
microbiome data","10.18129/B9.bioc.miaDash","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/miaDash.html","https://bioconductor.org/packages/release/bioc/vignettes/miaDash/inst/doc/","Artistic-2.0",NA,"Bioconductor","Metagenomics and community analysis",NA,"miaDash. (2025). Shiny app for the interactive analysis and exploration of
microbiome data. R package version 1.0.0. https://doi.org/10.18129/B9.bioc.miaDash","Giulio Benedetti"
"253","miaSim","Microbiome Data Simulation","10.18129/B9.bioc.miaSim","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/miaSim.html","https://bioconductor.org/packages/release/bioc/vignettes/miaSim/inst/doc/","Artistic-2.0 | file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"miaSim. (2025). Microbiome Data Simulation. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.miaSim","Yagmur Simsek"
"254","miaViz","Microbiome Analysis Plotting and Visualization","10.18129/B9.bioc.miaViz","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/miaViz.html","https://bioconductor.org/packages/release/bioc/vignettes/miaViz/inst/doc/","Artistic-2.0 | file LICENSE",NA,"Bioconductor","Visualization Tools",NA,"miaViz. (2025). Microbiome Analysis Plotting and Visualization. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.miaViz","Tuomas Borman"
"255","microbiome","Microbiome Analytics","10.18129/B9.bioc.microbiome","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/microbiome.html","https://bioconductor.org/packages/release/bioc/vignettes/microbiome/inst/doc/","BSD_2_clause + file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"microbiome. (2025). Microbiome Analytics. R package version 1.30.0. https://doi.org/10.18129/B9.bioc.microbiome","Leo Lahti"
"256","microbiomeDASim","Microbiome Differential Abundance Simulation","10.18129/B9.bioc.microbiomeDASim","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/microbiomeDASim.html","https://bioconductor.org/packages/release/bioc/vignettes/microbiomeDASim/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"microbiomeDASim. (2025). Microbiome Differential Abundance Simulation. R package version 1.22.0. https://doi.org/10.18129/B9.bioc.microbiomeDASim","Justin Williams"
"257","microbiomeExplorer","Microbiome Exploration App","10.18129/B9.bioc.microbiomeExplorer","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/microbiomeExplorer.html","https://bioconductor.org/packages/release/bioc/vignettes/microbiomeExplorer/inst/doc/","MIT + file LICENSE",NA,"Bioconductor","Metagenomics and community analysis",NA,"microbiomeExplorer. (2025). Microbiome Exploration App. R package version 1.18.0. https://doi.org/10.18129/B9.bioc.microbiomeExplorer","Joseph Paulson"
"258","MicrobiomeProfiler","An R/shiny package for microbiome functional enrichment analysis","10.18129/B9.bioc.MicrobiomeProfiler","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MicrobiomeProfiler.html","https://bioconductor.org/packages/release/bioc/vignettes/MicrobiomeProfiler/inst/doc/","GPL-2",NA,"Bioconductor","Metagenomics and community analysis",NA,"MicrobiomeProfiler. (2025). An R/shiny package for microbiome functional enrichment analysis. R package version 1.14.0. https://doi.org/10.18129/B9.bioc.MicrobiomeProfiler","Guangchuang Yu"
"259","MicrobiotaProcess","A comprehensive R package for managing and analyzing microbiome
and other ecological data within the tidy framework","10.18129/B9.bioc.MicrobiotaProcess","R",2025-05-11,"https://bioconductor.org/packages/release/bioc/html/MicrobiotaProcess.html","https://bioconductor.org/packages/release/bioc/vignettes/MicrobiotaProcess/inst/doc/","GPL (>= 3.0)",NA,"Bioconductor","Metagenomics and community analysis",NA,"MicrobiotaProcess. (2025). A comprehensive R package for managing and analyzing microbiome
and other ecological data within the tidy framework. R package version 1.20.1. https://doi.org/10.18129/B9.bioc.MicrobiotaProcess","Shuangbin Xu"
"260","midasHLA","R package for immunogenomics data handling and association
analysis","10.18129/B9.bioc.midasHLA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/midasHLA.html","https://bioconductor.org/packages/release/bioc/vignettes/midasHLA/inst/doc/","MIT + file LICENCE",NA,"Bioconductor","Specialized analysis",NA,"midasHLA. (2025). R package for immunogenomics data handling and association
analysis. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.midasHLA","Christian Hammer"
"261","mina","Microbial community dIversity and Network Analysis","10.18129/B9.bioc.mina","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/mina.html","https://bioconductor.org/packages/release/bioc/vignettes/mina/inst/doc/","GPL",NA,"Bioconductor","Specialized analysis",NA,"mina. (2025). Microbial community dIversity and Network Analysis. R package version 1.16.0. https://doi.org/10.18129/B9.bioc.mina","Rui Guan"
"262","MineICA","Analysis of an ICA decomposition obtained on genomics data","10.18129/B9.bioc.MineICA","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/MineICA.html","https://bioconductor.org/packages/release/bioc/vignettes/MineICA/inst/doc/","GPL-2",NA,"Bioconductor","Specialized analysis",NA,"MineICA. (2025). Analysis of an ICA decomposition obtained on genomics data. R package version 1.48.0. https://doi.org/10.18129/B9.bioc.MineICA","Anne Biton"
"263","mixOmics","Omics Data Integration Project","10.18129/B9.bioc.mixOmics","R",2025-04-15,"https://bioconductor.org/packages/release/bioc/html/mixOmics.html","https://bioconductor.org/packages/release/bioc/vignettes/mixOmics/inst/doc/","GPL (>= 2)",NA,"Bioconductor","Specialized analysis",NA,"mixOmics. (2025). Omics Data Integration Project. R package version 6.32.0. https://doi.org/10.18129/B9.bioc.mixOmics","Kim-Anh Le Cao"
