name,author,summary,doi,citation,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count,readme_has_tags
pctax,Asa12138,Professional Comprehensive Omics Data Analysis,NA,NA,NA,R,2022-12-08T12:03:32Z,https://github.com/Asa12138/pctax,NA,NA,23,GitHub,Specialized analysis,NA,TRUE
MicrobiomeR,vallenderlab,A comprehensive and customizable R package for microbiome analysis.,10.21105/jo,NA,NA,R,2018-05-25T19:50:13Z,https://github.com/vallenderlab/MicrobiomeR,NA,NA,23,GitHub,Metagenomics and community analysis,NA,TRUE
AMON,lozuponelab,Annotation of Metabolite Origin via Networks: A tool for predicting putative metabolite origins for microbes or between microbes and host with or without metabolomics data,NA,NA,NA,Python,2018-07-10T20:11:58Z,https://github.com/lozuponelab/AMON,NA,NA,22,GitHub,Specialized analysis,NA,TRUE
grimer,pirovc,"GRIMER performs analysis of microbiome studies and generates a portable and interactive dashboard integrating annotation, taxonomy and metadata with focus on contamination detection.",NA,NA,NA,Python,2021-06-02T13:13:21Z,https://github.com/pirovc/grimer,NA,NA,22,GitHub,Metagenomics and community analysis,NA,TRUE
compositional,jolespin,"Python package for compositional data analysis including CLR/ILR, proportionality, partial correlation with basis shrinkage, and visualizations.",NA,NA,NA,Python,2020-05-14T09:37:46Z,https://github.com/jolespin/compositional,NA,NA,22,GitHub,Visualization Tools,NA,TRUE
MiCoNE,segrelab,The Microbial Co-occurrence Network Explorer,NA,NA,NA,Python,2018-06-30T15:42:35Z,https://github.com/segrelab/MiCoNE,NA,NA,21,GitHub,Specialized analysis,NA,TRUE
tcga-microbiome-prediction,ruppinlab,"Predictive models and analysis of cancer prognosis and drug response using primary tumor microbial abundances derived from WGS and RNA-seq sequencing data for 32 TCGA cancers (Poore et al. Nature 2020), including equivalent models using TCGA RNA-seq gene expression and combined microbial abundance and gene expression for comparison.",NA,NA,NA,Python,2020-07-16T15:31:37Z,https://github.com/ruppinlab/tcga-microbiome-prediction,NA,NA,18,GitHub,Specialized analysis,NA,TRUE
FAMLI,FredHutch,Functional Analysis of Metagenomes by Likelihood Inference,NA,NA,NA,Jupyter Notebook,2018-02-02T22:33:21Z,https://github.com/FredHutch/FAMLI,NA,NA,17,GitHub,Specialized analysis,NA,TRUE
LocalHGT,deepomicslab,Detect complete horizontal gene transfer (HGT) event rapidly and accurately from complex metagenomics data.,NA,NA,NA,Python,2021-11-04T05:13:56Z,https://github.com/deepomicslab/LocalHGT,NA,NA,17,GitHub,Metagenomics and community analysis,NA,TRUE
MTD,FEI38750,MTD: a unique pipeline for host and meta-transcriptome joint and integrative analyses of RNA-seq data,NA,NA,NA,R,2021-09-17T22:31:52Z,https://github.com/FEI38750/MTD,NA,NA,16,GitHub,Specialized analysis,NA,TRUE
MetaLonDA,aametwally,METAgenomic LONgitudinal Differential Abundance method,NA,NA,NA,R,2017-12-03T00:32:20Z,https://github.com/aametwally/MetaLonDA,NA,NA,16,GitHub,Metagenomics and community analysis,NA,TRUE
snakemake-workflow-qiime2,olabiyi,"Snakemake pipeline for 16S, 18S and ITS metagenomics using qiime2",NA,NA,NA,Python,2021-05-31T02:33:10Z,https://github.com/olabiyi/snakemake-workflow-qiime2,NA,NA,16,GitHub,Metagenomics and community analysis,NA,TRUE
mmlong2-lite,Serka-M,Lightweight bioinformatics pipeline for microbial genome recovery,NA,NA,NA,Python,2023-01-21T08:09:16Z,https://github.com/Serka-M/mmlong2-lite,NA,NA,16,GitHub,Specialized analysis,NA,TRUE
scip_barplot,surh,Workshop materials for SFSU SCIP 2022.,NA,NA,NA,HTML,2022-05-24T16:19:23Z,https://github.com/surh/scip_barplot,NA,NA,15,GitHub,Specialized analysis,NA,TRUE
gNOMO2,muzafferarikan,gNOMO2 allows integrated multi-omics analyses of microbiomes,NA,NA,NA,Python,2023-09-27T17:07:46Z,https://github.com/muzafferarikan/gNOMO2,NA,NA,15,GitHub,Metagenomics and community analysis,NA,TRUE
MicroBioMap,blekhmanlab,R package for fetching and parsing data of the Human Microbiome Compendium,NA,NA,NA,R,2023-07-12T20:55:04Z,https://github.com/blekhmanlab/MicroBioMap,NA,NA,15,GitHub,Metagenomics and community analysis,NA,TRUE
TOFU-MAaPO,ikmb,Nextflow pipeline for the analysis of metagenomic short reads.,NA,NA,NA,Nextflow,2021-06-14T08:50:44Z,https://github.com/ikmb/TOFU-MAaPO,NA,NA,14,GitHub,Metagenomics and community analysis,NA,TRUE
phylotoast,smdabdoub,Tools for phylogenetic data analysis including visualization and cluster-computing support.,NA,NA,NA,Python,2014-05-05T15:12:45Z,https://github.com/smdabdoub/phylotoast,NA,NA,14,GitHub,Visualization Tools,NA,TRUE
microbial,guokai8,Do microbiome analysis with dada2 and phyloseq object,NA,NA,NA,R,2020-09-23T23:53:53Z,https://github.com/guokai8/microbial,NA,NA,14,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
coproid,nf-core,Coprolite host Identification pipeline,NA,NA,NA,Nextflow,2019-04-23T15:38:41Z,https://github.com/nf-core/coproid,NA,NA,13,GitHub,Specialized analysis,NA,TRUE
qadabra,biocore,Snakemake workflow for comparison of differential abundance ranks,NA,NA,NA,Python,2022-05-04T15:55:21Z,https://github.com/biocore/qadabra,NA,NA,13,GitHub,Specialized analysis,NA,TRUE
tumor-microbiome,twbattaglia,"A pan-cancer analysis of the microbiome in metastatic cancer (Battaglia et. al, Cell, 2024)",NA,NA,NA,R,2022-10-10T15:08:08Z,https://github.com/twbattaglia/tumor-microbiome,NA,NA,13,GitHub,Metagenomics and community analysis,NA,TRUE
microfiltR,itsmisterbrown,accessory functions for processing microbial community data,NA,NA,NA,R,2018-07-05T03:50:12Z,https://github.com/itsmisterbrown/microfiltR,NA,NA,12,GitHub,Specialized analysis,NA,TRUE
Sze_Obesity_mBio_2016,SchlossLab,NA,NA,NA,NA,R,2016-02-05T15:36:21Z,https://github.com/SchlossLab/Sze_Obesity_mBio_2016,NA,NA,12,GitHub,Specialized analysis,NA,TRUE
OHMI,OHMI-ontology,OHMI: The Ontology of Host-Microbiome Interactions,NA,NA,NA,Makefile,2017-02-27T23:43:27Z,https://github.com/OHMI-ontology/OHMI,NA,NA,12,GitHub,Metagenomics and community analysis,NA,TRUE
microbiome-toolbox,JelenaBanjac,Early Life Microbiome Toolbox,NA,NA,NA,Jupyter Notebook,2021-01-19T10:44:43Z,https://github.com/JelenaBanjac/microbiome-toolbox,NA,NA,12,GitHub,Metagenomics and community analysis,NA,TRUE
ng-meta-profiler,ngless-toolkit,Profiler for metagenomics based on NGLess,NA,NA,NA,Shell,2018-05-15T12:46:00Z,https://github.com/ngless-toolkit/ng-meta-profiler,NA,NA,12,GitHub,Metagenomics and community analysis,NA,TRUE
dogs,ElDeveloper,"Companion notebooks for ""Dog and human inflammatory bowel disease rely on overlapping yet distinct dysbiosis networks""",NA,NA,NA,Jupyter Notebook,2016-05-21T00:35:14Z,https://github.com/ElDeveloper/dogs,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
Microbiome,Chartiza,scripts for microbiome analysis,NA,NA,NA,HTML,2022-04-18T19:47:11Z,https://github.com/Chartiza/Microbiome,NA,NA,11,GitHub,Metagenomics and community analysis,NA,TRUE
Hannigan_CRCVirome_mBio_2018,SchlossLab,Investigating the gut virus communities associated with colon cancer.,NA,NA,NA,PostScript,2016-02-08T13:35:20Z,https://github.com/SchlossLab/Hannigan_CRCVirome_mBio_2018,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
HiOrCo,cdanielmachado,Higher-Order Co-occurrence,NA,NA,NA,Python,2019-12-18T16:18:27Z,https://github.com/cdanielmachado/HiOrCo,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
flint,camilo-v,Main repository of the Flint project for Spark and Amazon EMR.,NA,NA,NA,Python,2019-03-19T19:58:24Z,https://github.com/camilo-v/flint,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
MicrobeRX,GRONINGEN-MICROBIOME-CENTRE,MicrobeRX,NA,NA,NA,Python,2023-06-23T14:17:09Z,https://github.com/GRONINGEN-MICROBIOME-CENTRE/MicrobeRX,NA,NA,11,GitHub,Specialized analysis,NA,TRUE
MB-GAN,zhanxw,Microbiome Simulation via Generative Adversarial Network,NA,NA,NA,Jupyter Notebook,2019-11-01T15:37:41Z,https://github.com/zhanxw/MB-GAN,NA,NA,11,GitHub,Metagenomics and community analysis,NA,TRUE
explana,JTFouquier,Workflow to generate interactive feature selection report for cross-sectional or longitudinal studies,NA,NA,NA,Python,2021-07-28T18:05:27Z,https://github.com/JTFouquier/explana,NA,NA,10,GitHub,Specialized analysis,NA,TRUE
Microbiome-Review-Code-Archive,FrederickHuangLin,"Data, scripts, and outputs for the npj Biofilms and Microbiomes paper ""Analysis of microbial compositions: A review of normalization and differential abundance analysis""",NA,NA,NA,HTML,2019-08-27T01:11:13Z,https://github.com/FrederickHuangLin/Microbiome-Review-Code-Archive,NA,NA,10,GitHub,Metagenomics and community analysis,NA,TRUE
qupid,gibsramen,Case-control matching for microbiome data,NA,NA,NA,Python,2022-01-28T07:52:20Z,https://github.com/gibsramen/qupid,NA,NA,10,GitHub,Metagenomics and community analysis,NA,TRUE
FOCUS,metageni,FOCUS: An Agile Profiler for Metagenomic Data,NA,NA,NA,Python,2016-10-11T03:47:44Z,https://github.com/metageni/FOCUS,NA,NA,9,GitHub,Metagenomics and community analysis,NA,TRUE
miscoto,cfrioux,Python package for large-scale community selection in microbiota,NA,NA,NA,Python,2018-03-19T14:30:34Z,https://github.com/cfrioux/miscoto,NA,NA,9,GitHub,Specialized analysis,NA,TRUE
stag,zellerlab,A hierarchical taxonomic classifier for metagenomic sequences,NA,NA,NA,Python,2019-11-26T08:59:40Z,https://github.com/zellerlab/stag,NA,NA,8,GitHub,Sequence Analysis,NA,TRUE
GMWI-webtool,danielchang2002,"Chang et al., GMWI-webtool: a user-friendly browser application for assessing health through metagenomic gut microbiome profiling, Bioinformatics (2023).",NA,NA,NA,JavaScript,2022-01-04T08:01:47Z,https://github.com/danielchang2002/GMWI-webtool,NA,NA,8,GitHub,Metagenomics and community analysis,NA,TRUE
sourcepredict,maxibor,Prediction/source tracking of metagenomic samples source using machine learning,NA,NA,NA,Python,2018-12-13T12:31:18Z,https://github.com/maxibor/sourcepredict,NA,NA,8,GitHub,Metagenomics and community analysis,NA,TRUE
MDPbiome,beatrizgj,microbiome engineering through prescriptive perturbations,NA,NA,NA,R,2018-04-11T21:45:51Z,https://github.com/beatrizgj/MDPbiome,NA,NA,8,GitHub,Metagenomics and community analysis,NA,TRUE
16S-Demo,ycl6,"Working Demo on 16S rDNA V3-V4 amplicon sequencing analysis using dada2, phyloseq, LEfSe, picrust2 and other tools. Visit repo website for HTML output",NA,NA,NA,R,2020-07-21T13:34:37Z,https://github.com/ycl6/16S-Demo,NA,NA,8,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
GMSC-mapper,BigDataBiology,NA,NA,NA,NA,Python,2022-07-30T07:11:47Z,https://github.com/BigDataBiology/GMSC-mapper,NA,NA,8,GitHub,Specialized analysis,NA,TRUE
MIMIC,ucl-cssb,"Modelling and Inference of MICrobiomes Project (MIMIC) is a Python package dedicated to simulate, model, and predict microbial communities interactions",NA,NA,NA,Python,2022-02-07T10:48:59Z,https://github.com/ucl-cssb/MIMIC,NA,NA,8,GitHub,Metagenomics and community analysis,NA,TRUE
specificity,darcyj,R package for calculating specificity in ecological data,NA,NA,NA,HTML,2019-08-28T22:36:44Z,https://github.com/darcyj/specificity,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
BenchmarkMicrobiome,himelmallick,Large-scale Benchmarking of Microbial Multivariable Association Methods,NA,NA,NA,R,2018-09-01T19:22:47Z,https://github.com/himelmallick/BenchmarkMicrobiome,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
kombucha,richardsprague,Data set for analyzing how a gut microbiome is affected by drinking kombucha,NA,NA,NA,HTML,2016-11-15T16:52:07Z,https://github.com/richardsprague/kombucha,NA,NA,7,GitHub,Metagenomics and community analysis,NA,TRUE
lung_cancer_microbiome,segalmicrobiomelab,NA,NA,NA,NA,R,2018-02-14T16:49:03Z,https://github.com/segalmicrobiomelab/lung_cancer_microbiome,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
misdeed,pchlenski,Microbiome data simulator for power analysis,NA,NA,NA,Jupyter Notebook,2021-06-28T16:08:54Z,https://github.com/pchlenski/misdeed,NA,NA,7,GitHub,Metagenomics and community analysis,NA,TRUE
Qmatey,bodeolukolu,Quantitative metagenomic alignment and taxonomic exact-matching,NA,NA,NA,Shell,2021-07-28T02:17:13Z,https://github.com/bodeolukolu/Qmatey,NA,NA,7,GitHub,Metagenomics and community analysis,NA,TRUE
pymgpipe,korem-lab,Python implementation of mgpipe,NA,NA,NA,JetBrains MPS,2022-08-17T00:33:01Z,https://github.com/korem-lab/pymgpipe,NA,NA,7,GitHub,Specialized analysis,NA,TRUE
fratjuice,dhimmel,Uncovering the microbes of fraternity basements,NA,NA,NA,Python,2017-06-12T19:39:03Z,https://github.com/dhimmel/fratjuice,NA,NA,6,GitHub,Specialized analysis,NA,TRUE
microbiomeDataSets,microbiome,Experiment Hub based microbiome datasets,NA,NA,NA,R,2020-11-03T10:49:11Z,https://github.com/microbiome/microbiomeDataSets,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
MicrobiomeStat-Turtorial-Professional-Version,cafferychen777,MicrobiomeStat Tutorial Repository: This is a comprehensive resource for learning how to use the MicrobiomeStat package. It provides a step-by-step guide to effectively analyze complex microbiome data. ,NA,NA,NA,NA,2023-08-05T02:49:01Z,https://github.com/cafferychen777/MicrobiomeStat-Turtorial-Professional-Version,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
Lichen_Microbiome,mariaasierra,Pipeline for the analysis and comparison of lichen microbiomes,NA,NA,NA,R,2019-05-20T17:40:01Z,https://github.com/mariaasierra/Lichen_Microbiome,NA,NA,6,GitHub,Metagenomics and community analysis,NA,TRUE
phyloseq-cheatsheet,erictleung,:notebook: Minimal cheatsheet for functions in the phyloseq R package,NA,NA,NA,NA,2019-03-18T14:42:10Z,https://github.com/erictleung/phyloseq-cheatsheet,NA,NA,6,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
TweedieLabs,himelmallick,Collection of walkthrough tutorials on how to use Tweedieverse for differential analysis of omics data.,NA,NA,NA,HTML,2021-06-28T04:29:31Z,https://github.com/himelmallick/TweedieLabs,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
sample-annotator,microbiomedata,NMDC Sample Annotator,NA,NA,NA,Python,2021-07-10T02:39:17Z,https://github.com/microbiomedata/sample-annotator,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
shinydiversity,erictleung,Interactive application to explore various ecological diversity metrics,NA,NA,NA,R,2017-08-18T21:51:09Z,https://github.com/erictleung/shinydiversity,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
xebec,gibsramen,Snakemake pipeline for microbiome diversity effect size benchmarking,NA,NA,NA,Python,2022-03-22T20:27:18Z,https://github.com/gibsramen/xebec,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
RITHMS,SolenePety,A framework for simulating transgenerational hologenomic data,NA,NA,NA,R,2024-12-23T09:48:56Z,https://github.com/SolenePety/RITHMS,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
mgs-bias-manuscript,mikemc,"Analysis for McLaren, Willis, and Callahan (2019)",NA,NA,NA,R,2019-02-14T19:53:09Z,https://github.com/mikemc/mgs-bias-manuscript,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
CGATMetaSequencing,microbialman,A metagenomics pipeline using the CGAT framework.,NA,NA,NA,Python,2018-12-13T13:57:16Z,https://github.com/microbialman/CGATMetaSequencing,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
minaa,solislemuslab,MiNAA aligns a pair of networks based their topologies and biologies.,NA,NA,NA,C++,2022-03-12T21:00:15Z,https://github.com/solislemuslab/minaa,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
evident_,gibsramen,Effect size calculations for microbiome data,NA,NA,NA,Python,2022-02-01T17:23:51Z,https://github.com/gibsramen/evident_,NA,NA,5,GitHub,Metagenomics and community analysis,NA,TRUE
KEGGSearch,Gabriele-Conti,Comprehensive KEGG Data Retrieval Using Multiple Sources,NA,NA,NA,R,2025-01-17T11:33:29Z,https://github.com/Gabriele-Conti/KEGGSearch,NA,NA,5,GitHub,Specialized analysis,NA,TRUE
meta_phyloseq,mvuko,How to analyze shotgun metagenomic data with phyloseq - a walkthrough,NA,NA,NA,HTML,2019-12-12T15:31:10Z,https://github.com/mvuko/meta_phyloseq,NA,NA,5,GitHub,Phylogenetic and evolutionary analysis,NA,TRUE
Tree-Root-Microbiome-Project,TomC-93,The scripts contained in this repository relate directly to the work conducted by the Tree Root Microbiome Project (TRMP) led by Dr Steve Wakelin.,NA,NA,NA,HTML,2022-03-03T03:16:00Z,https://github.com/TomC-93/Tree-Root-Microbiome-Project,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
MicrobiomeAnalysis.jl,JuliaTurkuDataScience,Functions and workflows for the analysis of microbiome data.,NA,NA,NA,Julia,2022-03-02T09:13:51Z,https://github.com/JuliaTurkuDataScience/MicrobiomeAnalysis.jl,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
maaslin2_benchmark,biobakery,Large-scale Benchmarking of Microbial Multivariable Association Methods,NA,NA,NA,R,2020-06-10T16:03:47Z,https://github.com/biobakery/maaslin2_benchmark,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
xMarkerFinder,wxgao33,Microbial marker identification from cross-cohort datasets,NA,NA,NA,Python,2022-04-19T11:37:04Z,https://github.com/wxgao33/xMarkerFinder,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
YaMAS,YarinBekor,"YaMAS is a package designed to easily download DNA datasets from the NCBI SRA website. It is developed by the YOLO lab team, and is designed to be simple, efficient, and easy to use for non-programmer users.",NA,NA,NA,Python,2023-03-19T18:42:57Z,https://github.com/YarinBekor/YaMAS,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
BAZE,LyonsZhang,Bayesian zero-constrained regression with compositional covariates,NA,NA,NA,MATLAB,2020-07-06T00:36:04Z,https://github.com/LyonsZhang/BAZE,NA,NA,4,GitHub,Specialized analysis,NA,TRUE
pbi,surh,Microbiome analysis for phosphate-defense interaction,NA,NA,NA,R,2016-10-07T14:10:47Z,https://github.com/surh/pbi,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
Microbiome-project,harini1111,"A microbiome knowledge graph was constructed using data from the Human Microbiome Project, IBD cohort. This project was done as a part of my dissertation for my MSc in Health Data Science with The University of Manchester. It was done as an internship with Zifo RnD Solutions, a leading Scientific Informatics Company. ",NA,NA,NA,Python,2022-05-31T10:47:21Z,https://github.com/harini1111/Microbiome-project,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
chkMocks,microsud,Check your mock communities from microbiome sequencing experiments,NA,NA,NA,R,2021-04-26T13:12:34Z,https://github.com/microsud/chkMocks,NA,NA,4,GitHub,Metagenomics and community analysis,NA,TRUE
microbiome_plotting_in_R,paulbible,Some notes on microbiome analysis,NA,NA,NA,R,2017-03-28T06:35:45Z,https://github.com/paulbible/microbiome_plotting_in_R,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
awesome-rm-omics,smdabdoub,List of software packages for repeated measures analysis in -omics data,NA,NA,NA,NA,2023-06-17T17:57:28Z,https://github.com/smdabdoub/awesome-rm-omics,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
microbiome_analysis,Brochado-Kith,"The following codes are focused on microbiome analysis, alpha, beta and relative abundance differences.",NA,NA,NA,R,2023-06-06T09:09:00Z,https://github.com/Brochado-Kith/microbiome_analysis,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
MicrobiomeSLE,vaxherra,Microbiome Study of Lupus Patients,NA,NA,NA,HTML,2017-02-09T18:36:25Z,https://github.com/vaxherra/MicrobiomeSLE,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
mdpd,PulmonomicsLab,MDPD - Microbiome Database of Pulmonary Diseases,NA,NA,NA,PHP,2022-05-20T09:35:26Z,https://github.com/PulmonomicsLab/mdpd,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
readsynth,ryandkuster,metagenome simulation for targeted and reduced-representation sequencing,NA,NA,NA,Shell,2020-12-10T14:15:18Z,https://github.com/ryandkuster/readsynth,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
biomeUtils,RIVM-IIV-Microbiome,biomeUtils is Module-01 of the RIVM-ToolBox. R pkg with common utilities for microbiome research done at the RIVM.,NA,NA,NA,R,2021-04-14T07:18:32Z,https://github.com/RIVM-IIV-Microbiome/biomeUtils,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
mbiome_containers,TheJacksonLaboratory,"Docker and Singular container definition files, as used by the MbiomeCore at JAX-GM",NA,NA,NA,Shell,2020-01-08T14:48:56Z,https://github.com/TheJacksonLaboratory/mbiome_containers,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
gut-microbiome-20yrs,gaospecial,Gut microbiome study (from 2000 to 2020),NA,NA,NA,HTML,2020-05-20T15:09:31Z,https://github.com/gaospecial/gut-microbiome-20yrs,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
dsFDR,biocore,descrete False Discovery Rate method,NA,NA,NA,Python,2017-03-21T21:48:02Z,https://github.com/biocore/dsFDR,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
longitudinal-ibd,knightlab-analyses,Analyses for Guiding longitudinal sampling in IBD cohorts,NA,NA,NA,Jupyter Notebook,2017-07-31T18:24:01Z,https://github.com/knightlab-analyses/longitudinal-ibd,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
atavide_lite,linsalrob,A simpler version of atavide that relies only on slurm or PBS scripts. Some of the settings are specific for our compute resources,NA,NA,NA,Python,2023-07-27T13:01:25Z,https://github.com/linsalrob/atavide_lite,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
q2-boots,caporaso-lab,q2-boots: bootstrapped and rarefaction-based alpha and beta diversity analyses 🥾,NA,NA,NA,Python,2023-10-18T17:55:48Z,https://github.com/caporaso-lab/q2-boots,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
dada2HPCPipe,erictleung,:ocean: 16S rRNA microbiome data analysis workflow using DADA2 and R on a high performance cluster using SLURM,NA,NA,NA,R,2017-07-08T01:56:44Z,https://github.com/erictleung/dada2HPCPipe,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
microbiome-analysis-resources,erictleung,:microscope: Resources and notes on studying the human microbiome,NA,NA,NA,NA,2017-06-27T21:48:09Z,https://github.com/erictleung/microbiome-analysis-resources,NA,NA,3,GitHub,Metagenomics and community analysis,NA,TRUE
Eutropia,Waschina,Agent-based metabolic modelling of microbial communities in time and continuous µ-meter-scale space,NA,NA,NA,R,2021-12-14T13:26:54Z,https://github.com/Waschina/Eutropia,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
Papers,LeandroD94,"Papers in which I have been involved as data scientist. For the title, info and and/or the DOI of each one of them, check the corrispective ""Paper_title_and_info"" txt file",NA,NA,NA,R,2023-01-16T16:32:32Z,https://github.com/LeandroD94/Papers,NA,NA,3,GitHub,Specialized analysis,NA,TRUE
microbiome-analysis,mucosal-immunology-lab,"A selection of analytical approaches, tools, and utilities for the processing of microbiome data derived from either 16S rRNA amplicon sequencing or shotgun metagenomics.",NA,NA,NA,R,2022-09-27T04:42:53Z,https://github.com/mucosal-immunology-lab/microbiome-analysis,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
MNA,muellsen, MATLAB scripts and functions for Microbial Network Analysis (MNA),NA,NA,NA,C++,2017-05-16T21:05:28Z,https://github.com/muellsen/MNA,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
organdiet,maxibor,Metagenomics pipeline for human diet analysis using organelles genomes,NA,NA,NA,Python,2018-01-23T12:26:28Z,https://github.com/maxibor/organdiet,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
Enterotype-prediction-based-on-the-life-history,raeslab,"Machine learning classification pipe-line used for the study ""Long-term life history predicts current elderly gut microbiome""",NA,NA,NA,R,2022-07-18T12:07:56Z,https://github.com/raeslab/Enterotype-prediction-based-on-the-life-history,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
metagenomes_NEON,zoey-rw,"Code associated with Werbin et al. 2022, F1000 Research",NA,NA,NA,R,2020-10-02T14:24:52Z,https://github.com/zoey-rw/metagenomes_NEON,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
AMOR,surh,Abundance Matrix Operations in R,NA,NA,NA,R,2015-02-10T01:22:28Z,https://github.com/surh/AMOR,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
gone,DOieGYuan,Use one command to perform genome-centric metagenomics using state-of-the-art methods,NA,NA,NA,Shell,2020-08-12T02:56:49Z,https://github.com/DOieGYuan/gone,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
MicrobiomeStat-Shiny,cafferychen777,"A Shiny interface for the MicrobiomeStat R package, designed to facilitate analysis and visualization of microbiome data.",NA,NA,NA,R,2023-10-16T12:28:35Z,https://github.com/cafferychen777/MicrobiomeStat-Shiny,NA,NA,2,GitHub,Visualization Tools,NA,TRUE
oral-assembly,ohmeta,Human oral metagenome-assembly-genome,NA,NA,NA,Jupyter Notebook,2020-01-07T01:36:37Z,https://github.com/ohmeta/oral-assembly,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
SoilBiomassNEON,zoey-rw,Estimating soil microbial biomass from phospholipid fatty acid (PLFA) collected by NEON,NA,NA,NA,R,2024-10-16T17:57:30Z,https://github.com/zoey-rw/SoilBiomassNEON,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
dash_microbiome,ruthlys,Dash app for microbiome data,NA,NA,NA,R,2020-08-10T18:30:24Z,https://github.com/ruthlys/dash_microbiome,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
microbialForecasts,zoey-rw,Creating and validating forecasts of microbial abundances at NEON sites.,NA,NA,NA,R,2020-04-11T00:30:26Z,https://github.com/zoey-rw/microbialForecasts,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
Rainbow-Cats-Microbiome-Simulator,UxxHans,A small program that simulates organic patterns of microbiome.,NA,NA,NA,Java,2022-06-03T12:37:18Z,https://github.com/UxxHans/Rainbow-Cats-Microbiome-Simulator,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
micRoclean,rachelgriffard,An open-source R package containing decontamination pipelines for low-biomass microbiome data ,NA,NA,NA,HTML,2024-06-03T15:53:26Z,https://github.com/rachelgriffard/micRoclean,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
LegATo,wejlab,An R-based Longitudinal mEtaGenomic Analysis Toolkit for microbiome data,NA,NA,NA,R,2023-12-26T18:38:17Z,https://github.com/wejlab/LegATo,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
hGMNet,Sung-Bong-Kang,hGMNet : host Genetics and Microbe interaction Networks ,NA,NA,NA,Python,2019-08-30T09:28:54Z,https://github.com/Sung-Bong-Kang/hGMNet,NA,NA,2,GitHub,Specialized analysis,NA,TRUE
abaco,Multiomics-Analytics-Group,Batch Effect Correction framework for metagenomic data,NA,NA,NA,Python,2025-07-22T11:29:51Z,https://github.com/Multiomics-Analytics-Group/abaco,NA,NA,2,GitHub,Metagenomics and community analysis,NA,TRUE
Chem-Food-IBD,EOosterhout,NA,NA,NA,NA,R,2023-02-08T19:51:34Z,https://github.com/EOosterhout/Chem-Food-IBD,NA,NA,1,GitHub,Specialized analysis,NA,TRUE
