name,summary,doi,author,apa_citation,language,release_date,docs,tutorials,license,stars,source,Category,Citation_Count
Amplicon-Analysis-QIIME2-2024.5,Analysis of ribosomal hyper variable regions ITS1-5F (fungal) and V3-V4 (bacterial) for pulque (fermented Agave spp. beverage) microbiota study. The pipeline displays steps used in QIIME2 and FastQC (this last one just for quality check).,NA,marcovt28,NA,NA,2024-07-19T16:51:40Z,https://github.com/marcovt28/Amplicon-Analysis-QIIME2-2024.5,NA,NA,0,GitHub,Sequence Analysis,NA
Antiviral_Arsenal_Acinetobacter_baumannii,"This repository includes all code used for the research project ""The Role of Bacterial Antiphage Defence Systems in the Evolution of Antimicrobial Resistance in Acinetobacter baumannii"". It includes all code used for bioinformatic analysis within Jupyter Hub and statistical and graphical analysis in R Studio.",NA,billiepang,NA,NA,2024-07-01T10:20:59Z,https://github.com/billiepang/Antiviral_Arsenal_Acinetobacter_baumannii,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
Automated-Detection-and-Classification-of-Chest-Diseases-Using-Deep-Learning,"This project develops a deep learning model to automate the detection and classification of chest diseases, including COVID-19, bacterial pneumonia, and viral pneumonia, using X-ray images. Leveraging convolutional neural networks and transfer learning, it aims to deliver rapid, accurate diagnostics to enhance healthcare efficiency.",NA,ritz-bot,NA,Jupyter Notebook,2024-07-26T16:26:43Z,https://github.com/ritz-bot/Automated-Detection-and-Classification-of-Chest-Diseases-Using-Deep-Learning,NA,NA,0,GitHub,Specialized analysis,NA
cge-bap,CGE Bacterial Analysis Pipeline,NA,zwets,NA,Python,2024-08-27T17:21:38Z,https://github.com/zwets/cge-bap,NA,NA,2,GitHub,Specialized analysis,NA
pulmo-vision,"PulmoVision is a deep learning system for automated classification of chest X-ray images. The system can detect and differentiate between COVID-19, bacterial pneumonia, viral pneumonia, and normal conditions using a Vision Transformer (ViT) neural network architecture.",NA,mozaloom,NA,Python,2024-08-24T21:09:31Z,https://github.com/mozaloom/pulmo-vision,NA,NA,2,GitHub,Specialized analysis,NA
strain-comp,Scripts to compare bacterial genomes,NA,navarrew,NA,Python,2024-08-25T21:13:12Z,https://github.com/navarrew/strain-comp,NA,NA,1,GitHub,Specialized analysis,NA
ori-nt,Predict bacterial origins of replication with deep learning,NA,andregraubner,NA,Python,2024-08-07T06:13:11Z,https://github.com/andregraubner/ori-nt,NA,NA,1,GitHub,Specialized analysis,NA
E.-coil-PYR1,Simulations of Bacterial Based Sensor-Engineered E. Coli-PYR1,NA,Shakeel-CN,NA,MATLAB,2024-08-28T10:29:58Z,https://github.com/Shakeel-CN/E.-coil-PYR1,NA,NA,1,GitHub,Specialized analysis,NA
dna_coverage_analysis,"Snakemake pipelines for preprocessing, mapping, and coverage charts of bacterial DNA-Seq data",NA,pblumenkamp,NA,Python,2024-08-15T11:16:40Z,https://github.com/pblumenkamp/dna_coverage_analysis,NA,NA,1,GitHub,Specialized analysis,NA
Respirator-Filtration-Efficiency-Calculator-Support-Files,Calculator for predicting log10 reduction of viable bacterial particles within a bacterial filtration efficiency setup.,NA,OSEL-DBCMS,NA,HTML,2024-08-26T19:23:40Z,https://github.com/OSEL-DBCMS/Respirator-Filtration-Efficiency-Calculator-Support-Files,NA,NA,0,GitHub,Specialized analysis,NA
BioSigs,Biosignatures of late-onset extraintestinal bacterial infections,NA,DJSchwartzLab,NA,NA,2024-08-23T17:42:35Z,https://github.com/DJSchwartzLab/BioSigs,NA,NA,0,GitHub,Specialized analysis,NA
HRPredict,Predicting the bacterial host range of plasmid genomes,NA,FengTaoSMU,NA,Python,2024-08-11T02:24:16Z,https://github.com/FengTaoSMU/HRPredict,NA,NA,0,GitHub,Specialized analysis,NA
Whole-genome-sequence-analysis,Bacterial genome analysis of 300bp pair end reads,NA,Menukabh,NA,Shell,2024-08-15T13:20:50Z,https://github.com/Menukabh/Whole-genome-sequence-analysis,NA,NA,0,GitHub,Specialized analysis,NA
Bact_Assembler,"Basic Bacterial Assembler using fastp, fastqc and Spades",NA,marimall,NA,Python,2024-08-08T09:16:36Z,https://github.com/marimall/Bact_Assembler,NA,NA,0,GitHub,Sequence Analysis,NA
Data-Flow-SOP,"SOPs for processing short, long, and hybrid bacterial data",NA,Snitkin-Lab-Umich,NA,Python,2024-08-12T15:09:42Z,https://github.com/Snitkin-Lab-Umich/Data-Flow-SOP,NA,NA,0,GitHub,Specialized analysis,NA
Biofilms-Mphys,Masters thesis: Modelling EIS data from bacterial biofilms using neurological models,NA,livvyhancock,NA,Python,2024-08-06T16:15:34Z,https://github.com/livvyhancock/Biofilms-Mphys,NA,NA,0,GitHub,Specialized analysis,NA
LSU_CCT_REU,Leveraging graph convolutional networks to predict antibiotic susceptibility to bacterial strains.,NA,emmamstrickland,NA,Python,2024-08-07T17:44:22Z,https://github.com/emmamstrickland/LSU_CCT_REU,NA,NA,0,GitHub,Specialized analysis,NA
Colifast_ALARM,Source code for the Colifast ALARM software - equipement for running bacterial monitor,NA,Stianein,NA,Python,2024-08-20T10:11:16Z,https://github.com/Stianein/Colifast_ALARM,NA,NA,0,GitHub,Specialized analysis,NA
rice-leaf-disease-yolo,"Bacterial leaf blight disease detection in rice leaf using YOLOv5, YOLOv6, YOLOv7, and YOLOv8",NA,nrwfebriani,NA,Jupyter Notebook,2024-08-09T13:38:19Z,https://github.com/nrwfebriani/rice-leaf-disease-yolo,NA,NA,0,GitHub,Specialized analysis,NA
ont-assembly-snake-MIT,Snakemake workflow for bacterial genome assembly + polishing for Oxford Nanopore (ONT) sequencing using multiple tools.,NA,pmenzel,NA,Python,2024-08-09T07:55:19Z,https://github.com/pmenzel/ont-assembly-snake-MIT,NA,NA,0,GitHub,Specialized analysis,NA
score-assemblies-MIT,"Snakemake workflow for scoring and comparing multiple bacterial genome assemblies (Illumina, Nanopore) to reference genome(s). ",NA,pmenzel,NA,Python,2024-08-09T08:21:49Z,https://github.com/pmenzel/score-assemblies-MIT,NA,NA,0,GitHub,Specialized analysis,NA
KuafuPrimer,KuafuPrimer: Deep learning facilitates the design of 16S rRNA gene primers with minimal bias in bacterial communities,NA,zhanghaoyu9931,NA,Jupyter Notebook,2024-08-31T09:02:18Z,https://github.com/zhanghaoyu9931/KuafuPrimer,NA,NA,0,GitHub,Specialized analysis,NA
GLSM,"Analyses of bacterial community composition during an ozone nano-bubble treatement (NBOT) at Grand Lake St. Mary (GLSM), Ohio, USA",NA,flefler,NA,NA,2024-08-02T04:04:59Z,https://github.com/flefler/GLSM,NA,NA,0,GitHub,Specialized analysis,NA
Nanoident,A multi-column convolutional neural network model for typing and fine mapping of various bacterial methylation motifs using Nanopore Sequencing.,NA,cz-csu,NA,R,2024-08-01T13:55:09Z,https://github.com/cz-csu/Nanoident,NA,NA,0,GitHub,Specialized analysis,NA
Luisa_Pinna_MSc_thesis,This is a code used for diversity and differential abundant analysis of rhizosphere bacterial communities of banana and Arachis pintoi ,NA,DesalegnE,NA,NA,2024-08-09T10:52:56Z,https://github.com/DesalegnE/Luisa_Pinna_MSc_thesis,NA,NA,0,GitHub,Specialized analysis,NA
biotech,"Independent project to find oriCs and DnaA boxes within bacterial chromosomes, based on the ""Finding Hidden Messages in DNA"" course from UC San Diego",NA,saachiagra,NA,Python,2024-08-15T21:05:57Z,https://github.com/saachiagra/biotech,NA,NA,0,GitHub,Specialized analysis,NA
identifying-paddy-leaves-disease,"Identifying paddy leaf diseases using machine learning involves training algorithms to recognize patterns and anomalies in leaf images, enabling accurate diagnosis of diseases like bacterial blight and brown spot. This process enhances early detection, improves crop management, and boosts yield.",NA,PullagantiBhavana,NA,Jupyter Notebook,2024-08-11T07:33:44Z,https://github.com/PullagantiBhavana/identifying-paddy-leaves-disease,NA,NA,0,GitHub,Specialized analysis,NA
Pacini-typing,YAML-based bacterial genotyping application,NA,RIVM-bioinformatics,NA,Python,2024-09-27T08:46:38Z,https://github.com/RIVM-bioinformatics/Pacini-typing,NA,NA,2,GitHub,Specialized analysis,NA
FMD,This repository contains two separate web applications for detecting bacterial infections in fruits using image classification,NA,A1pha-Z3r0,NA,Python,2024-09-16T16:17:43Z,https://github.com/A1pha-Z3r0/FMD,NA,NA,2,GitHub,Specialized analysis,NA
microbe.cards,"microbe.cards is an auto-generated wiki for microbes, powered by large language models (LLMs). It provides LLM-derived characterizations of phenotypes and properties for over 12,000 bacterial species, offering researchers a quick reference tool for microbial information synthesized from diverse sources.",NA,GenomeNet,NA,Python,2024-09-03T08:37:08Z,https://github.com/GenomeNet/microbe.cards,NA,NA,2,GitHub,Specialized analysis,NA
immunopeptidomics,Maximizing immunopeptidomics-based bacterial epitope discovery by multiple search engines and rescoring,NA,patrick-willems,NA,Python,2024-09-27T07:48:09Z,https://github.com/patrick-willems/immunopeptidomics,NA,NA,1,GitHub,Specialized analysis,NA
OOD-Detection,OOD detection model for chest X-rays of patients with pneumonia (viral or bacterial),NA,remik354,NA,Jupyter Notebook,2024-09-18T09:19:51Z,https://github.com/remik354/OOD-Detection,NA,NA,1,GitHub,Specialized analysis,NA
bm-tk,Simple pipeline for predicting bacterial base modification from PacBio HiFi data with kinetics tags,NA,apduncan,NA,Nextflow,2024-09-25T15:21:08Z,https://github.com/apduncan/bm-tk,NA,NA,1,GitHub,Specialized analysis,NA
Pathobiont_colonization,Repository containing processed data files and analysis scripts for a manuscript investigating bacterial respiratory pathobiont colonization among infants in Botswana. ,NA,mskelly7,NA,R,2024-09-26T20:39:12Z,https://github.com/mskelly7/Pathobiont_colonization,NA,NA,1,GitHub,Specialized analysis,NA
Stochastic-Biofilm-Disruption-Model-Based-on-Quorum-Sensing-Mimickers,This repository contains codes developed in 2022 to simulate the bacterial biofilm formation with the proposed stochastic biofilm disruption model based on quorum sensing mimickers and chemical reactions.,NA,fatihguelec,NA,MATLAB,2024-09-20T13:03:59Z,https://github.com/fatihguelec/Stochastic-Biofilm-Disruption-Model-Based-on-Quorum-Sensing-Mimickers,NA,NA,1,GitHub,Specialized analysis,NA
Cotton_Disease,"A machine learning model that classifies cotton leaf diseases using DenseNet121, enabling real-time predictions of Bacterial Blight, Target Spot, Healthy, Curl Virus, and Fusarium Wilt. This project aims to assist farmers in quickly identifying and managing cotton diseases.",NA,Vaishey21,NA,Jupyter Notebook,2024-09-23T17:04:24Z,https://github.com/Vaishey21/Cotton_Disease,NA,NA,1,GitHub,Specialized analysis,NA
Plant_Deseases_Prediction-main,"Led a 5-person team to develop a real-time plant disease detection system using Convolutional Neural Networks (CNNs). The system achieved 95% accuracy in identifying diseases like 'Common Rust,' 'Early Blight,' and 'Bacterial Spot' from live feed data. Trained the model on 500 images (256x256 px) over 34 epochs, with a detection rate of up to 100s",NA,SAI-ARVIND-KRISHNAN,NA,Jupyter Notebook,2024-09-08T17:51:28Z,https://github.com/SAI-ARVIND-KRISHNAN/Plant_Deseases_Prediction-main,NA,NA,1,GitHub,Specialized analysis,NA
Bastion,Bacterial ASsembly contaminaTION,NA,alexisbourdais,NA,Nextflow,2024-09-30T09:11:40Z,https://github.com/alexisbourdais/Bastion,NA,NA,0,GitHub,Specialized analysis,NA
bella,Bacterial Epidemiological Linkage and Analysis,NA,marchoeppner,NA,Nextflow,2024-09-17T06:57:41Z,https://github.com/marchoeppner/bella,NA,NA,0,GitHub,Specialized analysis,NA
bactrnaflow,Analyzing bacterial RNA-Seq data with multiple references,NA,xrazmo,NA,Nextflow,2024-09-18T09:43:29Z,https://github.com/xrazmo/bactrnaflow,NA,NA,0,GitHub,Specialized analysis,NA
Growth-Model,A C# bacterial enhancement Model using Monte-Carlo Algorithm.,NA,ali-tayyab,NA,C#,2024-09-08T06:48:26Z,https://github.com/ali-tayyab/Growth-Model,NA,NA,0,GitHub,Specialized analysis,NA
CrossM,Genome-wide cross-mapping risk quantification across bacterial genome catalogues,NA,anttonalberdi,NA,Python,2024-09-25T00:56:48Z,https://github.com/anttonalberdi/CrossM,NA,NA,0,GitHub,Specialized analysis,NA
wgs_protocol,Code to summarize data generated by the workflow currently under review in STAR Protocols,NA,Bacterial-Blood-Pathogens,NA,Python,2024-09-12T13:45:00Z,https://github.com/Bacterial-Blood-Pathogens/wgs_protocol,NA,NA,0,GitHub,Specialized analysis,NA
ARGs,Predicting Antibiotic Resistance Genes and Bacterial Phenotypes Based on Protein Language Models,NA,wr-sky,NA,Python,2024-09-25T02:41:22Z,https://github.com/wr-sky/ARGs,NA,NA,0,GitHub,Specialized analysis,NA
BALROG-ISO,A Nextflow pipeline for annotation AntiMicrobial Reisistance and othe features from isolated bacterial genomes,NA,edwardbirdlab,NA,Nextflow,2024-09-11T17:55:32Z,https://github.com/edwardbirdlab/BALROG-ISO,NA,NA,0,GitHub,Specialized analysis,NA
meth,Statistics Code of A scalable practice for deep-sea metagenomic research reveals unreported subtypes of bacterial hydrogenases,NA,meer-trench,NA,Assembly,2024-09-05T10:14:51Z,https://github.com/meer-trench/meth,NA,NA,0,GitHub,Metagenomics and community analysis,NA
biolutoxR_website,Site for the biolutoxR package which is useful for data analysis of toxicity test based on bacterial bioluminescence inhibition.,NA,bbellier,NA,CSS,2024-09-19T10:42:50Z,https://github.com/bbellier/biolutoxR_website,NA,NA,0,GitHub,Specialized analysis,NA
biolutoxR_package,Code of the biolutoxR package which is useful for data analysis of toxicity test based on bacterial bioluminescence inhibition.,NA,bbellier,NA,R,2024-09-18T07:02:06Z,https://github.com/bbellier/biolutoxR_package,NA,NA,0,GitHub,Specialized analysis,NA
efflux_pumps,"Python code for kinetic modelling of the operation of bacterial efflux pumps, evaluating, and building upon, analytically derived results.",NA,matthew-gerry,NA,Python,2024-09-10T20:11:36Z,https://github.com/matthew-gerry/efflux_pumps,NA,NA,0,GitHub,Specialized analysis,NA
nanonymph,"A workflow for bacterial genome assembly, annotation, and analysis of Nanopore long-read data. Automates the processing of FASTQ files to generate comprehensive results.",NA,psychedellie,NA,Shell,2024-09-09T10:29:17Z,https://github.com/psychedellie/nanonymph,NA,NA,0,GitHub,Specialized analysis,NA
Insulin-Optimizer,"What insulin removal rate optimizes insulin harvesting efficiency for a given bacterial strain with known growth, insulin-induced death, and insulin production rates, ensuring maximum insulin yield?",NA,suryasreddy,NA,Python,2024-09-19T18:44:19Z,https://github.com/suryasreddy/Insulin-Optimizer,NA,NA,0,GitHub,Specialized analysis,NA
Sphere-Cell-Division-Visualization,"3D visualization of Staphylococcus aureus cell division using Python. The project models stages of bacterial division with color-coded hemispheres and axes splits, using matplotlib for rendering and Tkinter for the interface.",NA,srinathlaka,NA,NA,2024-09-23T18:44:30Z,https://github.com/srinathlaka/Sphere-Cell-Division-Visualization,NA,NA,0,GitHub,Visualization Tools,NA
Microtiter_homogenate_tyrosinase_assay,"Code for the microtiter plate assay to analyse tyrosinase activity of cell homogenates, described in the thesis titled ""An exploration of expression and engineering of a bacterial tyrosinase to improve its biocatalytic potential""",NA,J-Britton-IE,NA,Python,2024-09-26T13:06:28Z,https://github.com/J-Britton-IE/Microtiter_homogenate_tyrosinase_assay,NA,NA,0,GitHub,Specialized analysis,NA
MotilityContinuum,"Bacterial motility patterns adapt smoothly in response to spatial confinement and disorder [Zhang H., Wetherington M.T., Ko H., FitzGerald C.E., Luzzatto L.V., Kovács I.A., Munro E.M., Nirody J.A.] ",NA,Seashell520,NA,Python,2024-09-02T02:46:40Z,https://github.com/Seashell520/MotilityContinuum,NA,NA,0,GitHub,Specialized analysis,NA
gazollavolpiano.github.io,"This is my dedicated section on practical skills in bioinformatics, focusing on microbiome epidemiology and bacterial genomics. Here, you'll find detailed code examples to help you navigate various bioinformatics tools and process data using R. ",NA,gazollavolpiano,NA,NA,2024-09-13T23:53:18Z,https://github.com/gazollavolpiano/gazollavolpiano.github.io,NA,NA,0,GitHub,Metagenomics and community analysis,NA
devfest-nairobi-2024,"The objective of this project is to leverage transfer learning to detect pneumonia from chest X-ray images. Pneumonia is a lung infection that can be bacterial or viral, leading to severe respiratory issues if untreated.",NA,kaybrian,NA,Jupyter Notebook,2024-10-19T12:46:59Z,https://github.com/kaybrian/devfest-nairobi-2024,NA,NA,6,GitHub,Specialized analysis,NA
data-pipeline-microbiom-duckdb,"A high-performance data pipeline built with Python and DuckDB for processing and analyzing Human Microbiome Project (HMP) bacterial genome data. Features include automated GenBank file processing, Prefect workflow orchestration, an interactive Streamlit dashboard for data exploration, and comprehensive test coverage. Perfect for bio researchers.",NA,ShawnKyzer,NA,Python,2024-10-24T04:55:24Z,https://github.com/ShawnKyzer/data-pipeline-microbiom-duckdb,NA,NA,2,GitHub,Metagenomics and community analysis,NA
AlleleFlux,AlleleFlux: A tool to identify genomic targets of natural selection in bacterial communities,NA,MoellerLabPU,NA,Python,2024-10-11T19:40:56Z,https://github.com/MoellerLabPU/AlleleFlux,NA,NA,1,GitHub,Specialized analysis,NA
PP1-Laxus_and_Thiosymbion,"A website showcasing the nematode Laxus oneistus and its enduring bacterial partner, Candidatus Thiosymbion oneisti.",NA,ParedesGab,NA,HTML,2024-10-24T08:18:06Z,https://github.com/ParedesGab/PP1-Laxus_and_Thiosymbion,NA,NA,1,GitHub,Specialized analysis,NA
bac-mining,Mining bacterial genomes for bioactive molecules,NA,MicrocosmFoods,NA,Python,2024-10-07T19:08:34Z,https://github.com/MicrocosmFoods/bac-mining,NA,NA,0,GitHub,Specialized analysis,NA
assannphy,"Assembly, Annotation, and Phylogenetics of bacterial genomes",NA,bredeson,NA,Python,2024-10-26T19:01:22Z,https://github.com/bredeson/assannphy,NA,NA,0,GitHub,Phylogenetic and evolutionary analysis,NA
StrainID,Serotyping Bacterial Isolates via Whole Genome Sequencing,NA,hesamhakim,NA,NA,2024-10-31T13:51:14Z,https://github.com/hesamhakim/StrainID,NA,NA,0,GitHub,Specialized analysis,NA
assembly_snakemake,A snakemake pipeline for bacterial genome assembly,NA,mandylr,NA,Python,2024-10-22T19:37:36Z,https://github.com/mandylr/assembly_snakemake,NA,NA,0,GitHub,Specialized analysis,NA
plasmidsaurus,plasmidsaurus bacterial genome assembly and annotation snakemake pipeline,NA,benjschiller,NA,Python,2024-10-19T01:52:52Z,https://github.com/benjschiller/plasmidsaurus,NA,NA,0,GitHub,Specialized analysis,NA
Pancreatic_tumor_microbial_colonization,Analysis of bacterial 16S sequencing in pancreatic tumor samples,NA,S-Posadas,NA,R,2024-10-08T15:47:53Z,https://github.com/S-Posadas/Pancreatic_tumor_microbial_colonization,NA,NA,0,GitHub,Specialized analysis,NA
BactGraph,A graph neural network for studying bacterial gene regulation,NA,Floto-Lab,NA,Python,2024-10-09T12:53:35Z,https://github.com/Floto-Lab/BactGraph,NA,NA,0,GitHub,Specialized analysis,NA
MMs-homework,Just homework with simple MMs implementation to bacterial genopmes,NA,Reovirus,NA,Python,2024-10-04T12:44:34Z,https://github.com/Reovirus/MMs-homework,NA,NA,0,GitHub,Specialized analysis,NA
Next_micro,A nextflow based pipeline for quality control and assembly bacterial genomes,NA,adolfmukama,NA,Nextflow,2024-10-30T07:27:20Z,https://github.com/adolfmukama/Next_micro,NA,NA,0,GitHub,Specialized analysis,NA
SpatialPatternsCollectives,"Repository for ""The mechanism of spatial pattern transition in motile bacterial collectives""",NA,MignotLab,NA,Python,2024-10-22T07:52:29Z,https://github.com/MignotLab/SpatialPatternsCollectives,NA,NA,0,GitHub,Specialized analysis,NA
plasmids-amr-modelling,Code to understand role played by various actors in bacterial growth in guts,NA,mlgh-sg,NA,NA,2024-10-27T09:15:43Z,https://github.com/mlgh-sg/plasmids-amr-modelling,NA,NA,0,GitHub,Specialized analysis,NA
bacgen,BacGen: Advanced pipeline for antimicrobial resistance profiling and network analysis in bacterial genomes.,NA,lindanimoyo,NA,NA,2024-10-02T12:50:55Z,https://github.com/lindanimoyo/bacgen,NA,NA,0,GitHub,Specialized analysis,NA
Tickborne_disease,Quick pipeline/ notes to process bacterial genome data to find genomic regions for amplicon sequencing,NA,NinaMercedes,NA,NA,2024-10-07T15:55:44Z,https://github.com/NinaMercedes/Tickborne_disease,NA,NA,0,GitHub,Specialized analysis,NA
2024_GonzalezOjeda_CLARC,Code corresponding to the paper: Linkage-based ortholog refinement in bacterial pangenomes with CLARC (2024),NA,IndraGonz,NA,Jupyter Notebook,2024-10-10T21:33:00Z,https://github.com/IndraGonz/2024_GonzalezOjeda_CLARC,NA,NA,0,GitHub,Specialized analysis,NA
PneumoNet-Diagnosing-Pneumonia-on-Xrays,"Transfer learning using Inception V3 model, to classify Xrays as Normal, Bacterial Pneumonia, or Viral Pneumonia",NA,thesundance-kid,NA,Jupyter Notebook,2024-10-07T19:56:18Z,https://github.com/thesundance-kid/PneumoNet-Diagnosing-Pneumonia-on-Xrays,NA,NA,0,GitHub,Specialized analysis,NA
arg-clustering,A differential equation model of the clustering of antimicrobial resistance genes (ARGs) on an idealized bacterial chromosome,NA,rasigadelab,NA,R,2024-10-31T12:13:31Z,https://github.com/rasigadelab/arg-clustering,NA,NA,0,GitHub,Specialized analysis,NA
2024_Trepka_GO,"Code and processed data for the manuscript ""Expansion of a bacterial operon during cancer treatment ameliorates drug toxicity""",NA,turnbaughlab,NA,Rich Text Format,2024-10-08T21:41:07Z,https://github.com/turnbaughlab/2024_Trepka_GO,NA,NA,0,GitHub,Specialized analysis,NA
Myxobacteria-Visualization,We propose developing software to explore some traditional models of bacterial pattern formation extended to spatially-varying environments.,NA,dextroy01,NA,Jupyter Notebook,2024-10-23T04:21:06Z,https://github.com/dextroy01/Myxobacteria-Visualization,NA,NA,0,GitHub,Specialized analysis,NA
Wang,R code for analyzing bacterial community diversity in the rhizosheath of three lupin species under different phosphorus (P) treatments.,NA,1Ruixin,NA,NA,2024-10-10T09:33:00Z,https://github.com/1Ruixin/Wang,NA,NA,0,GitHub,Specialized analysis,NA
ISLAND2022-WATER,"Bacterial and eukaryotic microbiota revealed through 16S and 18S rRNA metabarcoding of water column at Lastovo Island, South Adriatic Sea.",NA,majamucko,NA,HTML,2024-10-09T12:29:07Z,https://github.com/majamucko/ISLAND2022-WATER,NA,NA,0,GitHub,Specialized analysis,NA
Papaya_Plant_diseasedetection,"This project uses a CNN to classify papaya leaf diseases (Anthracnose, Bacterial Spot, Curl, Healthy, Ring Spot) from images. It applies data augmentation, trains the model, and evaluates performance with accuracy metrics",NA,Saumik17rkl,NA,Python,2024-10-13T10:29:03Z,https://github.com/Saumik17rkl/Papaya_Plant_diseasedetection,NA,NA,0,GitHub,Specialized analysis,NA
Potato_leaf_disease_prediction,"Potato leaf disease prediction uses machine learning to detect diseases in potato crops by analyzing leaf images, identifying conditions like blight or bacterial infections. This helps farmers take timely action, reducing crop loss and pesticide use.",NA,Mithunavanan,NA,Jupyter Notebook,2024-10-28T05:28:32Z,https://github.com/Mithunavanan/Potato_leaf_disease_prediction,NA,NA,0,GitHub,Specialized analysis,NA
betel-leaf-health-analyzer,"A Flask web application that classifies betel leaf using a pre-trained DenseNet201 model. Users can upload an image of a betel leaf, and the app predicts whether it is healthy or has a bacterial, fungal, or drying condition.",NA,alhossainn,NA,Jupyter Notebook,2024-10-15T16:52:37Z,https://github.com/alhossainn/betel-leaf-health-analyzer,NA,NA,0,GitHub,Specialized analysis,NA
GREENWATCH_DISEASEDETECT,"GreenWatch is an AI-driven leaf disease detection project focused on identifying tomato plant diseases using computer vision and deep learning. By analyzing leaf images, it accurately detects conditions like early blight, late blight, and bacterial spots, enhancing agricultural decision-making.",NA,ishitaaa2203,NA,HTML,2024-10-22T08:33:37Z,https://github.com/ishitaaa2203/GREENWATCH_DISEASEDETECT,NA,NA,0,GitHub,Specialized analysis,NA
Pepper-Disease-Detection-Using-Deep-Learning,"This project creates a CNN model to classify bell peppers as healthy or diseased (bacterial spot). Trained on an augmented image dataset, the model achieved 100% accuracy, supporting real-time disease detection to assist farmers in managing crop health and boosting yield.",NA,Cakad1,NA,Jupyter Notebook,2024-10-30T22:19:55Z,https://github.com/Cakad1/Pepper-Disease-Detection-Using-Deep-Learning,NA,NA,0,GitHub,Specialized analysis,NA
ani-typer,"This is a collection of tools that are usefuly for analysing similarity or distance data of different samples or isolates. The original focus was on using ANI data for bacterial samples, but there are other data where parts of the tools and approaches can be useful.",NA,b-brankovics,NA,R,2024-10-14T15:14:36Z,https://github.com/b-brankovics/ani-typer,NA,NA,0,GitHub,Specialized analysis,NA
Smart-Pulmonary-Diseases-Detection-with-AI,"Built a CNN-based solution using TensorFlow and Keras to predict lung diseases (e.g., bacterial pneumonia, COVID-19) and Fine tuned using VGG16 Architecture for better Accuracy and precision and Integrated Grad-CAM to visualize affected areas in medical images. Used Tkinter for showng the results for inputs.",NA,MohammedAdnan51,NA,Jupyter Notebook,2024-10-04T13:48:47Z,https://github.com/MohammedAdnan51/Smart-Pulmonary-Diseases-Detection-with-AI,NA,NA,0,GitHub,Visualization Tools,NA
Internship-project-Rice_leaf_prediction,"Developed a deep learning model using a Convolutional Neural Network (CNN) to detect and classify three major rice leaf diseases — leaf blast, bacterial blight, and brown spot. The project involved image preprocessing, data augmentation, and model training to ensure high accuracy in disease identification. Leveraged TensorFlow and Keras to build th",NA,Biravin-A,NA,Jupyter Notebook,2024-10-06T12:26:11Z,https://github.com/Biravin-A/Internship-project-Rice_leaf_prediction,NA,NA,0,GitHub,Sequence Analysis,NA
nf-wgs-snp-myref,"Nextflow pipeline for whole genome sequencing (WGS) and variant calling of bacterial genomes, using a custom reference",NA,lalvarezmunoz,NA,Nextflow,2024-11-01T09:39:16Z,https://github.com/lalvarezmunoz/nf-wgs-snp-myref,NA,NA,2,GitHub,Specialized analysis,NA
PITIsfinder,Bacterial whole-genome analysis pipeline for Mobile Genetic Element Detection and Classification,NA,Aluminio-visto,NA,Python,2024-11-27T16:28:59Z,https://github.com/Aluminio-visto/PITIsfinder,NA,NA,1,GitHub,Specialized analysis,NA
GenAnnotator,A monolith django & Nextjs app for annotating bacterial genomes ,NA,Jaffar-Hussein,NA,TypeScript,2024-11-27T08:41:50Z,https://github.com/Jaffar-Hussein/GenAnnotator,NA,NA,1,GitHub,Specialized analysis,NA
Bioinformatics-in-Action-Part_1,"Bioinformatics in Action project in Introduction to Bioinformatics course. In this project, you will be given whole-genome sequencing data from several bacterial infections. Your job is to determine which bacterial species is responsible for each infection and which antibiotics could be used for treatment.",NA,FLYER2048,NA,Shell,2024-11-19T02:23:11Z,https://github.com/FLYER2048/Bioinformatics-in-Action-Part_1,NA,NA,1,GitHub,Specialized analysis,NA
VaxxiPred,"A comprehensive repository for predicting vaccine candidate proteins using multiple machine learning models, including GNNs, neural networks, XGBoost, and fine-tuned transformer-based models. This project leverages protein embeddings and physiological features to classify potential vaccine candidates across diverse bacterial species.",NA,CEL-lab,NA,Jupyter Notebook,2024-11-08T14:36:13Z,https://github.com/CEL-lab/VaxxiPred,NA,NA,1,GitHub,Specialized analysis,NA
respiratory-disease-detection,"This project applies deep learning to medical image processing, aiming to build an accurate model that identifies COVID-19 infection in radiology images. Using transfer learning with a Residual Network, fine-tuned the model on real chest X-ray images of COVID-19 cases, healthy lungs, viral pneumonia, and bacterial pneumonia.",NA,Jasmine5220,NA,Jupyter Notebook,2024-11-10T07:32:29Z,https://github.com/Jasmine5220/respiratory-disease-detection,NA,NA,1,GitHub,Specialized analysis,NA
whole-genome-sequencing-,analysis of bacterial genomes,NA,bkrotich,NA,NA,2024-11-16T18:03:43Z,https://github.com/bkrotich/whole-genome-sequencing-,NA,NA,0,GitHub,Specialized analysis,NA
baxter,Bacterial variant exercise generator,NA,ivanamihalek,NA,Python,2024-11-17T22:27:28Z,https://github.com/ivanamihalek/baxter,NA,NA,0,GitHub,Specialized analysis,NA
Bacalyze,Bacalyze - BACterial genome anALYZEr.,NA,anan-265,NA,Nextflow,2024-11-07T01:20:57Z,https://github.com/anan-265/Bacalyze,NA,NA,0,GitHub,Specialized analysis,NA
